0,1,0,1,0,0,0,0,-1,57.500386, -28.27796, 17.925164\r
0.001552,0.999999,0,0.999924,-0.001552,0.012231,0.012231,-0.000019,-0.999925,58.167245, -27.268387, 18.392628\r
0.003057,0.999995,0,0.999701,-0.003056,0.024254,0.024254,-0.000074,-0.999706,58.833244, -26.259105, 18.863151\r
0.004508,0.99999,0,0.99934,-0.004505,0.036043,0.036042,-0.000162,-0.99935,59.497866, -25.249682, 19.336578\r
0.005898,0.999983,0,0.998851,-0.005891,0.047568,0.047567,-0.000281,-0.998868,60.160478, -24.239573, 19.812681\r
0.007219,0.999974,0,0.998244,-0.007207,0.0588,0.058799,-0.000424,-0.99827,60.820302, -23.228099, 20.291135\r
0.008463,0.999964,0,0.997532,-0.008442,0.069708,0.069705,-0.00059,-0.997567,61.476381, -22.214406, 20.771485\r
0.009618,0.999954,0,0.996728,-0.009587,0.080256,0.080253,-0.000772,-0.996774,62.127529, -21.197431, 21.253106\r
0.010675,0.999943,0,0.995848,-0.010631,0.090411,0.090406,-0.000965,-0.995905,62.772277, -20.175853, 21.735151\r
0.01162,0.999932,0,0.994907,-0.011562,0.100134,0.100127,-0.001164,-0.994974,63.408805, -19.148042, 22.216475\r
0.012439,0.999923,0,0.993922,-0.012365,0.109386,0.109378,-0.001361,-0.993999,64.034851, -18.112005, 22.695552\r
0.013116,0.999914,0,0.992913,-0.013024,0.118127,0.118117,-0.001549,-0.992998,64.647617, -17.065342, 23.170355\r
0.01363,0.999907,0,0.991898,-0.013521,0.126317,0.126305,-0.001722,-0.99199,65.243661, -16.005225, 23.638228\r
0.013961,0.999903,0,0.990896,-0.013835,0.133916,0.133903,-0.00187,-0.990993,65.818804, -14.928433, 24.09574\r
0.014082,0.999901,0,0.989927,-0.013941,0.140888,0.140875,-0.001984,-0.990025,66.368086, -13.831497, 24.538567\r
0.013966,0.999902,0,0.989009,-0.013814,0.147208,0.147193,-0.002056,-0.989106,66.885841, -12.710984, 24.96146\r
0.013589,0.999908,0,0.988157,-0.013429,0.152858,0.152844,-0.002077,-0.988248,67.365974, -11.563984, 25.358385\r
0.012932,0.999916,0,0.987381,-0.01277,0.157846,0.157833,-0.002041,-0.987464,67.802538, -10.388727, 25.722966\r
0.011996,0.999928,0,0.986686,-0.011837,0.162206,0.162194,-0.001946,-0.986757,68.190593, -9.185173, 26.049253\r
0.010799,0.999942,0,0.986069,-0.010649,0.165995,0.165985,-0.001793,-0.986127,68.527185, -7.955317, 26.332887\r
0.009367,0.999956,0,0.985535,-0.009232,0.169219,0.169211,-0.001585,-0.985579,68.811665, -6.702932, 26.572695\r
0.007736,0.99997,0,0.985091,-0.007621,0.171868,0.171862,-0.00133,-0.98512,69.044127, -5.432116, 26.768707\r
0.005944,0.999982,0,0.98474,-0.005854,0.173934,0.17393,-0.001034,-0.984757,69.224715, -4.146796, 26.921013\r
0.004031,0.999992,0,0.984487,-0.003968,0.175412,0.175411,-0.000707,-0.984495,69.353577, -2.850742, 27.029711\r
0.002036,0.999998,0,0.984334,-0.002004,0.1763,0.1763,-0.000359,-0.984336,69.430838, -1.547601, 27.09489\r
1.5e-8,1,0,0.984283,-1.4765e-8,0.176596,0.176596,-2.649e-9,-0.984283,69.456582, -0.240938, 27.116609\r
-0.002036,0.999998,0,0.984334,0.002004,0.1763,0.1763,0.000359,-0.984336,69.430837, 1.065724, 27.094889\r
-0.004031,0.999992,0,0.984487,0.003968,0.175412,0.175411,0.000707,-0.984495,69.353575, 2.368865, 27.02971\r
-0.005944,0.999982,0,0.98474,0.005854,0.173933,0.17393,0.001034,-0.984757,69.224712, 3.66492, 26.921011\r
-0.007736,0.99997,0,0.985091,0.007621,0.171867,0.171862,0.00133,-0.98512,69.044124, 4.950239, 26.768705\r
-0.009367,0.999956,0,0.985535,0.009232,0.169219,0.169211,0.001585,-0.985579,68.811661, 6.221054, 26.572691\r
-0.010799,0.999942,0,0.986069,0.010649,0.165995,0.165985,0.001793,-0.986127,68.52718, 7.47344, 26.332884\r
-0.011996,0.999928,0,0.986686,0.011837,0.162206,0.162194,0.001946,-0.986757,68.190588, 8.703295, 26.049249\r
-0.012932,0.999916,0,0.987381,0.01277,0.157846,0.157833,0.002041,-0.987464,67.802533, 9.90685, 25.722962\r
