0,1,0,1,0,0,0,0,-1,57.500386, -28.27796, 17.925164\r
0.001482,0.999999,0,0.999996,-0.001482,0.00226,0.00226,-3.3501e-6,-0.999997,58.163799, -27.265138, 17.930483\r
0.002583,0.999997,0,0.999986,-0.002583,0.004563,0.004563,-0.000012,-0.99999,58.818297, -26.246812, 17.939231\r
0.003281,0.999995,0,0.999971,-0.003281,0.006919,0.006919,-0.000023,-0.999976,59.462431, -25.22233, 17.951653\r
0.003557,0.999994,0,0.99995,-0.003557,0.009338,0.009338,-0.000033,-0.999956,60.094483, -24.190966, 17.968004\r
0.003392,0.999994,0,0.999924,-0.003392,0.011832,0.011831,-0.00004,-0.99993,60.712412, -23.151922, 17.988547\r
0.002771,0.999996,0,0.999892,-0.00277,0.014412,0.014412,-0.00004,-0.999896,61.31381, -22.10434, 18.013539\r
0.001686,0.999999,0,0.999852,-0.001686,0.017093,0.017093,-0.000029,-0.999854,61.895851, -21.047323, 18.043216\r
0.000143,1.0,0,0.999802,-0.000143,0.019886,0.019886,-2.8447e-6,-0.999802,62.455274, -19.979977, 18.077763\r
-0.001831,0.999998,0,0.999738,0.001831,0.022802,0.022802,0.000042,-0.99974,62.988402, -18.901471, 18.117273\r
-0.004181,0.999991,0,0.999657,0.00418,0.025846,0.025846,0.000108,-0.999666,63.491248, -17.811123, 18.161685\r
-0.00681,0.999977,0,0.999556,0.006807,0.029012,0.029011,0.000198,-0.999579,63.959741, -16.708483, 18.210717\r
-0.009574,0.999954,0,0.999433,0.009569,0.032281,0.032279,0.000309,-0.999479,64.3901, -15.593404, 18.263782\r
-0.012286,0.999925,0,0.99929,0.012278,0.035614,0.035611,0.000438,-0.999366,64.779339, -14.466044, 18.319925\r
-0.014724,0.999892,0,0.999133,0.014712,0.038952,0.038947,0.000574,-0.999241,65.125799, -13.326786, 18.377806\r
-0.016667,0.999861,0,0.99897,0.016652,0.042218,0.042212,0.000704,-0.999108,65.429547, -12.17613, 18.435738\r
-0.017931,0.999839,0,0.998812,0.017913,0.045325,0.045318,0.000813,-0.998972,65.692533, -11.014615, 18.491807\r
-0.018403,0.999831,0,0.998669,0.018381,0.04819,0.048182,0.000887,-0.998838,65.918462, -9.842879, 18.544028\r
-0.018052,0.999837,0,0.998549,0.018029,0.05074,0.050731,0.000916,-0.998712,66.112453, -8.661801, 18.590545\r
-0.01693,0.999857,0,0.998454,0.016907,0.052953,0.052945,0.000897,-0.998597,66.278538, -7.472621, 18.630233\r
-0.015139,0.999885,0,0.998381,0.015117,0.054835,0.054828,0.00083,-0.998495,66.41773, -6.276795, 18.663241\r
-0.012788,0.999918,0,0.998328,0.012768,0.056382,0.056377,0.000721,-0.998409,66.530697, -5.075664, 18.689872\r
-0.009987,0.99995,0,0.998291,0.00997,0.057591,0.057588,0.000575,-0.99834,66.617989, -3.870438, 18.710358\r
-0.006846,0.999977,0,0.998267,0.006835,0.058457,0.058456,0.0004,-0.99829,66.680034, -2.662226, 18.724872\r
-0.00348,0.999994,0,0.998253,0.003474,0.058978,0.058978,0.000205,-0.998259,66.717139, -1.452064, 18.733533\r
-4.908e-8,1.0,0,0.998249,4.8994e-8,0.059152,0.059152,2.9032e-9,-0.998249,66.729487, -0.240937, 18.736413\r
0.00348,0.999994,0,0.998253,-0.003474,0.058978,0.058978,-0.000205,-0.998259,66.717139, 0.970189, 18.733533\r
0.006846,0.999977,0,0.998267,-0.006835,0.058457,0.058456,-0.0004,-0.99829,66.680033, 2.180352, 18.724871\r
0.009987,0.99995,0,0.998291,-0.00997,0.05759,0.057588,-0.000575,-0.99834,66.617987, 3.388563, 18.710357\r
0.012788,0.999918,0,0.998328,-0.012768,0.056382,0.056377,-0.000721,-0.998409,66.530695, 4.593789, 18.689871\r
0.015139,0.999885,0,0.998381,-0.015116,0.054835,0.054828,-0.00083,-0.998495,66.417727, 5.79492, 18.663241\r
0.01693,0.999857,0,0.998454,-0.016907,0.052953,0.052945,-0.000897,-0.998597,66.278536, 6.990747, 18.630233\r
0.018052,0.999837,0,0.998549,-0.018029,0.05074,0.050731,-0.000916,-0.998712,66.112451, 8.179926, 18.590544\r
0.018402,0.999831,0,0.998669,-0.018381,0.04819,0.048182,-0.000887,-0.998838,65.918459, 9.361005, 18.544027\r
0.017931,0.999839,0,0.998812,-0.017913,0.045325,0.045318,-0.000813,-0.998972,65.69253, 10.532741, 18.491806\r
0.016667,0.999861,0,0.99897,-0.016652,0.042218,0.042212,-0.000704,-0.999108,65.429544, 11.694255, 18.435738\r
0.014723,0.999892,0,0.999133,-0.014712,0.038952,0.038947,-0.000574,-0.999241,65.125796, 12.844912, 18.377805\r
0.012286,0.999925,0,0.99929,-0.012278,0.035614,0.035611,-0.000438,-0.999366,64.779336, 13.984169, 18.319924\r
0.009574,0.999954,0,0.999433,-0.009569,0.032281,0.032279,-0.000309,-0.999479,64.390097, 15.11153, 18.263781\r
0.00681,0.999977,0,0.999556,-0.006807,0.029012,0.029011,-0.000198,-0.999579,63.959738, 16.226609, 18.210717\r
0.004181,0.999991,0,0.999657,-0.004179,0.025846,0.025846,-0.000108,-0.999666,63.491246, 17.329249, 18.161685\r
0.001831,0.999998,0,0.999738,-0.001831,0.022802,0.022802,-0.000042,-0.99974,62.988401, 18.419597, 18.117272\r
-0.000143,1.0,0,0.999802,0.000143,0.019886,0.019886,2.8451e-6,-0.999802,62.455272, 19.498103, 18.077763\r
-0.001686,0.999999,0,0.999852,0.001686,0.017093,0.017093,0.000029,-0.999854,61.89585, 20.56545, 18.043216\r
-0.002771,0.999996,0,0.999892,0.00277,0.014412,0.014412,0.00004,-0.999896,61.313809, 21.622466, 18.013539\r
-0.003392,0.999994,0,0.999924,0.003392,0.011832,0.011831,0.00004,-0.99993,60.712412, 22.670049, 17.988547\r
-0.003557,0.999994,0,0.99995,0.003557,0.009338,0.009338,0.000033,-0.999956,60.094483, 23.709093, 17.968004\r
-0.003281,0.999995,0,0.999971,0.003281,0.006919,0.006919,0.000023,-0.999976,59.462431, 24.740457, 17.951653\r
-0.002583,0.999997,0,0.999986,0.002583,0.004563,0.004563,0.000012,-0.99999,58.818297, 25.764939, 17.939231\r
-0.001482,0.999999,0,0.999996,0.001482,0.00226,0.00226,3.3501e-6,-0.999997,58.163799, 26.783265, 17.930483\r
0,1,0,1,0,0,0,0,-1,57.500386, 27.796087, 17.925164\r
