0,1,0,1,0,0,0,0,-1,57.500386, -28.27796, 17.925164\r
0.001644,0.999999,0,0.999713,-0.001643,0.023912,0.023912,-0.000039,-0.999714,58.16806, -27.267183, 18.239201\r
0.003292,0.999995,0,0.998848,-0.003288,0.047883,0.047883,-0.000158,-0.998853,58.835322, -26.256029, 18.553076\r
0.004941,0.999988,0,0.997403,-0.004928,0.071856,0.071855,-0.000355,-0.997415,59.501666, -25.244038, 18.866588\r
0.006585,0.999978,0,0.995382,-0.006555,0.095769,0.095767,-0.000631,-0.995404,60.166464, -24.230643, 19.179493\r
0.00822,0.999966,0,0.992794,-0.008161,0.119554,0.11955,-0.000983,-0.992828,60.828929, -23.215139, 19.491482\r
0.009837,0.999952,0,0.989655,-0.009736,0.143138,0.143131,-0.001408,-0.989703,61.488079, -22.19666, 19.802173\r
0.011428,0.999935,0,0.985987,-0.011269,0.166441,0.16643,-0.001902,-0.986051,62.142682, -21.174139, 20.111082\r
0.01298,0.999916,0,0.981822,-0.012745,0.189375,0.189359,-0.002458,-0.981905,62.791192, -20.14627, 20.417605\r
0.014476,0.999895,0,0.977201,-0.014148,0.211843,0.211821,-0.003067,-0.977304,63.431666, -19.11146, 20.720974\r
0.015898,0.999874,0,0.972177,-0.015458,0.233736,0.233706,-0.003716,-0.9723,64.061673, -18.067798, 21.02022\r
0.017216,0.999852,0,0.966816,-0.016647,0.25493,0.254892,-0.004389,-0.96696,64.678179, -17.013021, 21.314115\r
0.018394,0.999831,0,0.9612,-0.017683,0.275286,0.27524,-0.005064,-0.961362,65.277446, -15.944524, 21.601112\r
0.01938,0.999812,0,0.955425,-0.01852,0.294651,0.294596,-0.00571,-0.955605,65.854943, -14.859425, 21.879279\r
0.020111,0.999798,0,0.949609,-0.019101,0.312855,0.312792,-0.006292,-0.949801,66.405342, -13.75474, 22.146251\r
0.020508,0.99979,0,0.94388,-0.019361,0.32972,0.329651,-0.006762,-0.944079,66.922666, -12.627681, 22.399231\r
0.020484,0.99979,0,0.938378,-0.019225,0.345075,0.345003,-0.007068,-0.938575,67.400667, -11.476109, 22.635088\r
0.019961,0.999801,0,0.933238,-0.018632,0.358775,0.358704,-0.007161,-0.933424,67.833503, -10.299046, 22.850627\r
